id;event_name;la_event_type_cat;tickets_purchased_qty;delivery_type_cd;event_dt;sales_platform_cd
4311;Verizon Wireless Premier Parking: Coldplay;PARKING;1;Mail;2005-08-20;NULL
4312;Kevin Hart: What Now Tour;ARTS;2;TicketFast;2015-10-13;mobile.ticketmaster.us
4313;Madonna Rebel Heart Tour;CONCERTS;2;BWC;2016-01-20;www.ticketmaster.com
4314;Madonna Rebel Heart Tour;CONCERTS;2;eTicket;2015-09-21;www.ticketmaster.ca
4315;1 Day Gorge Camping Pass For Jack Johnson Aug 22;INVALID;1;TicketFast;2008-08-22;NULL
4316;Legacy Parking Presented By Hertz: Jimmy Buffett;PARKING;1;Mail;2012-07-31;NULL
4317;Dodge Theatre Adams Street Parking - reo speedwagon;PARKING;1;Mail;2010-07-24;NULL
4318;Gorge Amphitheatre Vip Club Access-dave Matthews Band;UPSELL;2;Mail;2012-08-31;NULL
4319;First Midwest Bank Amp. Parking: Crosby Stills Nash And Young;PARKING;1;TicketFast;2006-09-03;NULL
4320;Premier Parking: Steely Dan With Michael Mcdonald;PARKING;1;TicketFast;2006-08-15;NULL
4321;Radio 104.5's 9th birthday show;CONCERTS;2;eTicket;2016-06-17;www.concerts.livenation.com
4322;Verizon Wireless Premier Parking: A.fernandez, Marc Anthony, Chayanne;PARKING;1;TicketFast;2005-08-24;NULL
4323;Verizon Wireless Premier Parking: K-earth Show;PARKING;1;TicketFast;2007-09-15;NULL
4324;Lady Antebellum: Wheels Up 2015 tour with hunter hayes & sam hunt;CONCERTS;6;eTicket;2015-07-10;www.concerts.livenation.com
4325;Jimmy Buffett: Jones Beach Theater Premier Parking;PARKING;1;UPS;2006-07-01;NULL
4326;Kevin Hart: What Now Tour;ARTS;2;eTicket;2015-08-14;www.ticketmaster.com
4327;Legacy Club :kelly clarkson & the fray;UPSELL;4;TicketFast;2012-09-02;www.livenation.com
4328;Tabernacle Parking: James Blunt;PARKING;1;Mail;2008-03-04;NULL
4329;Jewel;CONCERTS;2;eTicket;2016-05-19;mobile.livenation.us
4330;Premier Parking : mayhem festival;PARKING;1;UPS;2008-07-23;NULL
4331;Train Premier Parking;PARKING;1;Mail;2013-07-17;www.concerts.livenation.com
4332;Premier Parking: James Taylor;PARKING;1;Mail;2007-08-15;NULL
4333;Verizon Wireless Music Center Premier Parking : tom petty;PARKING;1;TicketFast;2008-07-03;NULL
4334;Gorge Amphitheatre Vip Parking:tom Petty;PARKING;1;ISPU;2010-06-12;NULL
4335;Dancing With The Stars: Live!;CONCERTS;1;eTicket;2016-02-05;www.ticketmaster.com
4336;Cricket Pavilion Premier Parking: Santana;PARKING;1;TicketFast;2008-09-27;NULL
4337;Juicy J - the hustle continues tour;CONCERTS;2;eTicket;2015-05-27;www.ticketmaster.ca
4338;Dave Matthews Band;CONCERTS;1;TicketFast;2015-07-03;www.concerts.livenation.com
4339;The Band Perry;CONCERTS;2;eTicket;2016-09-30;mobile.livenation.us
4340;Bette Midler Divine Intervention;CONCERTS;1;eTicket;2015-06-29;www.ticketmaster.com
4341;"""""""""""""""""weird Al"""""""""""""""" Yankovic - the mandatory world tour";ARTS;1;Mail;2016-06-24;www.ticketmaster.com
4342;J. Cole: Forest Hills Drive Tour;CONCERTS;3;eTicket;2015-08-18;mobile.livenation.us
4343;Ben Harper & the Innocent Criminals;CONCERTS;2;eTicket;2015-06-13;www.concerts.livenation.com
4344;Verizon Wireless Music Center Premier Parking : jack johnson;PARKING;1;Mail;2008-06-13;NULL
4345;Crosby, Stills, Nash, Young: Jones Beach Theater Premier Parking;PARKING;1;Mail;2006-08-22;NULL
4346;The Gorge Premier Parking Event: Dave Matthews Band;PARKING;1;Mail;2009-09-04;NULL
4347;Dead & Company;CONCERTS;1;eTicket;2016-07-13;androidphone2.livenation.us
4348;Vip Parking: Jimmy Buffet;PARKING;1;TicketFast;2011-08-25;NULL
4349;Vans Warped Tour Presented By Journeys;CONCERTS;1;eTicket;2015-07-24;www.ticketmaster.com
4350;Verizon Wireless Premier Parking: Dave Matthews Band;PARKING;1;Mail;2006-08-25;NULL
4351;Dcx World Tour Mmxvi;CONCERTS;4;eTicket;2016-08-06;www.concerts.livenation.com
4352;Social Distortion;CONCERTS;3;eTicket;2015-09-02;www.concerts.livenation.com
4353;Murat Centre Parking : lion king;PARKING;1;Mail;2008-11-21;NULL
4354;Premier Parking: Toby Keith;PARKING;1;Mail;2005-07-16;NULL
4355;Premier Parking: Maroon 5;PARKING;1;TicketFast;2013-09-10;www.concerts.livenation.com
4356;Premier Parking: Crue Fest;PARKING;1;TicketFast;2008-07-06;NULL
4357;Guaco;CONCERTS;2;eTicket;2015-12-19;www.concerts.livenation.com
4358;Free To Laugh: Laugh To Free Comerica Theatre Adams Street Parking;PARKING;1;Mail;2014-05-10;www.concerts.livenation.com
4359;Incubus/deftones 2015 tour;CONCERTS;3;Paperless;2015-08-19;www.concerts.livenation.com
4360;O.A.R.;CONCERTS;2;eTicket;2015-08-15;www.concerts.livenation.com
4361;AC/DC;CONCERTS;1;eTicket;2015-09-10;mobile.ticketmaster.ca
4362;Aarons Amphitheatre Parking: Tim Mcgraw;PARKING;1;UPS;2010-05-15;NULL
4363;Hertz Premier Parking: Vans Warped Tour;PARKING;1;UPS;2013-07-16;www.concerts.livenation.com
4364;Earl Sweatshirt;CONCERTS;2;eTicket;2015-08-21;mobile.ticketmaster.us
4365;Fast Lane: Rebelution;UPSELL;2;TicketFast;2013-09-14;www.concerts.livenation.com
4366;Premier Parking : incubus;PARKING;1;Mail;2007-07-22;NULL
4367;Vip Deck Upgrade;UPSELL;2;TicketFast;2012-01-19;NULL
4368;Fiddlers Green Vip Parking:mayhem Festival;PARKING;1;TicketFast;2009-07-19;NULL
4369;Verizon Wireless Preffered Parking: 311;PARKING;1;Mail;2013-08-02;www.concerts.livenation.com
4370;Il Volo;CONCERTS;3;eTicket;2016-03-26;www.ticketmaster.com
4371;Vip Parking: John Mayer;PARKING;1;TicketFast;2013-09-27;www.concerts.livenation.com
4372;Legacy Parking Presented By Hertz:black Sabbath;PARKING;1;Mail;2013-08-18;www.concerts.livenation.com
4373;Sublime With Rome / rebelution presented by edge 104.1;CONCERTS;1;TicketFast;2015-08-25;www.concerts.livenation.com
4374;Premium Parking: Fun.;PARKING;1;TicketFast;2013-02-13;www.livenation.com
4375;Beyonce - the formation world tour;CONCERTS;2;eTicket;2016-04-29;www.ticketmaster.com
4376;Vans Warped Tour Premier Parking;PARKING;1;Mail;2014-07-17;www.concerts.livenation.com
4377;Fast Lane Access: (artist);UPSELL;2;TicketFast;2013-07-18;www.concerts.livenation.com
4378;Gorge Camping - dave matthews band - sept 3-7;INVALID;1;Mail;2009-09-04;NULL
4379;HOUSE OF BLUES DINNER PACKAGE;UPSELL;1;eTicket;2014-04-10;www.concerts.livenation.com
4380;Premier Parking: Duran Duran;PARKING;1;TicketFast;2007-10-29;NULL
4381;Honda Civic Tour Presents One Direction;CONCERTS;2;TicketFast;2015-08-05;www.ticketmaster.com
4382;Coldplay- A Head Full Of Dreams Tour;CONCERTS;4;TicketFast;2016-07-16;www.ticketmaster.com
4383;Ktus Beatstock-pnc Bank Arts Center Holmdel Premier Parking;PARKING;2;Mail;2007-08-18;NULL
4384;Rob Thomas;CONCERTS;2;eTicket;2015-10-28;www.ticketmaster.com
4385;Tedeschi Trucks Band;CONCERTS;2;eTicket;2016-01-22;www.ticketmaster.com
4386;Premier Parking: Rascal Flatts;PARKING;1;TicketFast;2008-08-09;NULL
4387;Meat Loaf;CONCERTS;1;TicketFast;2016-03-30;www.ticketmaster.com
4388;Warped Tour Double Cheeseburger Meal;UPSELL;2;TicketFast;2012-07-07;NULL
4389;Premier Parking: Avril Lavigne;PARKING;1;Mail;2005-08-24;NULL
4390;Disturbed & breaking benjamin with alter bridge & saint asonia;CONCERTS;2;eTicket;2016-08-19;www.concerts.livenation.com
4391;Adele;CONCERTS;2;Mail;2016-10-04;iphone.ticketmaster.ca
4392;Joe Walsh;CONCERTS;2;eTicket;2015-10-17;www.ticketmaster.com
4393;Dodge Theatre Adams Street Parking-sesame Street;PARKING;2;Mail;2008-05-01;NULL
4394;Gorge 1 day camping - sunday 9/2 only!;INVALID;1;TicketFast;2007-09-02;NULL
4395;Adam Sandler;ARTS;2;eTicket;2016-02-12;www.concerts.livenation.com
4396;Fast Lane Access - unity tour 2011: 311 & sublime with rome;UPSELL;2;TicketFast;2011-08-20;NULL
4397;Premier Parking: Trey Anastasio;PARKING;1;Mail;2005-11-19;NULL
4398;Awolnation - run tour 2015;CONCERTS;2;eTicket;2015-11-04;androidphone2.livenation.us
4399;Commodore Ballroom Food And Beverage Voucher - dallas smith;UPSELL;1;TicketFast;2013-09-26;www.ticketmaster.ca
4400;Hank Williams, Jr. & chris stapleton;CONCERTS;2;TicketFast;2016-08-13;www.ticketmaster.com
4401;Jimmy Buffett;CONCERTS;2;eTicket;2016-05-31;mobile.ticketmaster.us
4402;Tabernacle Parking: Little Big Town;PARKING;1;TicketFast;2009-01-30;NULL
4403;Dita Von Teese - vip experience upgrade;UPSELL;2;TicketFast;2013-06-29;www.concerts.livenation.com
4404;Janet Jackson: Unbreakable World Tour;CONCERTS;4;eTicket;2015-10-30;www.ticketmaster.com
4405;Rhianna: Jones Beach Theater Premier Parking;PARKING;1;TicketFast;2010-08-15;NULL
4406;Of Monsters and Men;CONCERTS;2;eTicket;2015-10-17;mobile.ticketmaster.us
4407;Premier Parking: Avril Lavigne;PARKING;1;Mail;2005-07-19;NULL
4408;Steely Dan;CONCERTS;2;eTicket;2016-06-07;www.ticketmaster.com
4409;Fast Lane Voucher: Jimmy Buffett;UPSELL;2;TicketFast;2012-06-07;NULL
4410;Journal Pavilion Premier Parking: Family Values Tour 2006;PARKING;1;TicketFast;2006-08-16;NULL
4411;Dcx World Tour Mmxvi;CONCERTS;2;Mail;2016-06-25;www.concerts.livenation.com
4412;Rascal Flatts: Fast Lane Access;UPSELL;2;ISPU;2012-06-24;NULL
4413;Premier Parking: The Police;PARKING;1;BWC;2008-05-17;NULL
4414;Dodge Theatre Adams Street Parking - ashlee simpson;PARKING;1;Mail;2006-06-11;NULL
4415;Premier Parking: Tom Petty;PARKING;1;TicketFast;2006-06-09;NULL
4416;First Niagara Pavilion Vip Parking: Dave Matthews Band;PARKING;1;Mail;2013-05-31;www.concerts.livenation.com
4417;Siriusxm Presents Megadeth;CONCERTS;2;eTicket;2016-02-23;www.concerts.livenation.com
4418;Premier Parking: Aerosmith & motley crue;PARKING;1;TicketFast;2006-11-22;NULL
4419;Britney Spears - piece of me;CONCERTS;4;eTicket;2016-04-22;www.ticketmaster.com
4420;Maks & val live on tour: our way;ARTS;2;eTicket;2016-07-17;www.ticketmaster.com
4421;An Evening With Macklemore & ryan lewis;CONCERTS;1;TicketFast;2018-01-24;iphone.ticketmaster.us
4422;The Peach Music Festival: Camping Passes;CONCERTS;1;TicketFast;2013-08-15;www.concerts.livenation.com
4423;Bruce Springsteen And The E Street Band: The River Tour;CONCERTS;3;eTicket;2016-02-08;www.ticketmaster.com
4424;Family Channel Big Ticket Summer Concert;CONCERTS;3;TicketFast;2015-08-17;www.ticketmaster.ca
4425;Premier Parking: Poison;PARKING;1;Mail;2008-08-10;NULL
4426;Gexa Energy Pavilion Fast Lane Access: Rascal Flatts;UPSELL;2;TicketFast;2012-07-13;NULL
4427;Ktus Beatstock 2006: jones beach theater premier parking;PARKING;1;UPS;2006-08-20;NULL
4428;Zac Brown Band: Jekyll + hyde tour;CONCERTS;6;eTicket;2015-05-22;www.ticketmaster.com
4429;Live105 Presents: Incubus/deftones 2015 tour;CONCERTS;4;eTicket;2015-08-26;mobile.livenation.us
4430;Warner Building Pmi Garage - Premier Parking;PARKING;1;Mail;2012-08-04;NULL
4431;Glen Helen Pavilion Premier Parking: Crue Fest;PARKING;1;TicketFast;2008-08-02;NULL
4432;Led Zeppelin 2;CONCERTS;2;eTicket;2015-04-24;www.ticketmaster.com
4433;Aerosmith;CONCERTS;1;eTicket;2015-07-28;mobile.ticketmaster.us
4434;Bruce Springsteen And The E Street Band: The River Tour;CONCERTS;2;eTicket;2016-04-14;www.ticketmaster.com
4435;Maroon 5;UPSELL;2;eTicket;2015-12-30;android.ticketmaster.us
4436;Luke Bryan: Kick The Dust Up Tour 2015;CONCERTS;2;eTicket;2015-07-25;mobile.livenation.us
4437;Roger Waters: Jones Beach Theater Premier Parking;PARKING;1;Mail;2006-09-15;NULL
4438;Def Leppard;CONCERTS;2;eTicket;2016-05-20;www.ticketmaster.com
4439;Tabernacle Parking: Silversun Pickups;PARKING;1;Mail;2010-06-19;NULL
4440;Pearl Jam;CONCERTS;2;eTicket;2016-04-18;www.ticketmaster.com
4441;Premier Parking - avril lavigne;PARKING;1;TicketFast;2005-08-08;NULL
4442;Dodge Theatre Adams Street Parking - jamie foxx;PARKING;1;TicketFast;2007-04-06;NULL
4443;Vip Fast Lane: John Mayer;UPSELL;3;TicketFast;2010-08-25;NULL
4444;Kbco And Anthony's Pizza Present: 11th annual last waltz revisited;CONCERTS;1;eTicket;2015-11-25;www.concerts.livenation.com
4445;Premier Parking: Warped Tour - this is not a concert ticket;PARKING;1;Mail;2013-07-29;www.concerts.livenation.com
4446;Premier Parking : tool;PARKING;1;TicketFast;2006-09-29;NULL
4447;Fast Lane Voucher: John Butler Trio;UPSELL;2;TicketFast;2011-07-21;NULL
4448;Premier Parking : dave matthews band;PARKING;1;Mail;2005-07-10;NULL
4449;Rihanna: Anti World Tour 2016;CONCERTS;4;eTicket;2016-04-02;www.ticketmaster.com
4450;Iron Maiden: The Book Of Souls World Tour 2016;CONCERTS;2;eTicket;2016-04-10;mobile.ticketmaster.ca
4451;Old National Centre Vip Parking: Straight No Chaser;PARKING;1;Mail;2012-12-07;www.livenation.com
4452;Verizon Wireless Music Ctr Rockstar Club & vip pkng: elton john;UPSELL;1;UPS;2011-09-07;NULL
4453;Jennifer Nettles- Playing With Fire Tour;CONCERTS;2;TicketFast;2015-12-04;www.ticketmaster.com
4454;Janet Jackson: Unbreakable World Tour;CONCERTS;2;eTicket;2016-06-04;mobile.ticketmaster.us
4455;Premier Parking : james taylor;PARKING;1;TicketFast;2005-06-29;NULL
4456;Murat Centre Parking : high school musical;PARKING;1;Mail;2008-03-23;NULL
4457;Iggy Pop - post pop depression;CONCERTS;4;eTicket;2016-04-11;www.ticketmaster.com
4458;Jewel With Special Guest Jd & the straight shot;CONCERTS;2;eTicket;2016-03-10;www.ticketmaster.com
4459;Premier Parking : family values tour 2007;PARKING;1;TicketFast;2007-08-10;NULL
4460;Julion Alvarez;CONCERTS;1;ISPU;2015-06-20;www.concerts.livenation.com
4461;Charter One Pavilion: Vip Fast Lane: Gotye;UPSELL;2;TicketFast;2012-08-24;www.livenation.com
4462;Chicago And Earth, Wind & fire - heart and soul tour 2.0;CONCERTS;2;eTicket;2016-04-06;www.ticketmaster.com
4463;Premier Parking: Dave Matthews Band;PARKING;1;TicketFast;2007-08-15;NULL
4464;Sting & peter gabriel: rock paper scissors;CONCERTS;8;eTicket;2016-06-21;www.ticketmaster.com
4465;Verizon Wireless Music Center Premier Parking : mayhem festival;PARKING;1;TicketFast;2008-08-13;NULL
4466;Dodge Theatre Adams Street Parking - the mars volta;PARKING;1;TicketFast;2008-10-01;NULL
4467;Old National Centre Priority Pass: Ingrid Michaelson;UPSELL;2;TicketFast;2012-07-17;NULL
4468;Premier Parking: Chicago & huey lewis;PARKING;1;TicketFast;2006-07-21;NULL
4469;Luke Bryan: Kill The Lights Tour 2016;CONCERTS;2;Mail;2016-04-15;iphone.ticketmaster.us
4470;Luke Bryan: Kick The Dust Up Tour 2015;CONCERTS;2;eTicket;2015-07-25;www.concerts.livenation.com
4471;John Fogerty-pnc Bank Arts Center Holmdel Premier Parking;PARKING;1;TicketFast;2006-08-05;NULL
4472;Weezer And Panic! At The Disco - summer tour 2016;CONCERTS;1;eTicket;2016-06-20;mobile.livenation.us
4473;Journey With Heart And Cheap Trick:jones Beach Theater Premier Parking;PARKING;1;UPS;2008-08-14;NULL
4474;Premier Parking: Dave Matthews Band;PARKING;1;TicketFast;2007-09-12;NULL
4475;Premier Parking: 3 doors down;PARKING;1;Mail;2005-09-01;NULL
4476;"Franco De Vita -  """"""""""""""""vuelve en 1ra fila""""""""""""""""";CONCERTS;2;eTicket;2015-05-15;www.concerts.livenation.com
4477;Premier Parking: String Cheese Incident;PARKING;2;TicketFast;2006-10-14;NULL
4478;Tabernacle Parking: Mtv2 $2 bill tour featuring 30 seconds to mars;PARKING;1;TicketFast;2006-11-02;NULL
4479;The Lawn At White River State Park Premier Parking: Barenaked Ladies;PARKING;1;Mail;2012-08-12;NULL
4480;Old National Centre Reserved Parking: Sesame Street Live;PARKING;1;Mail;2014-04-25;www.concerts.livenation.com
4481;Watershed Festival;CONCERTS;2;Mail;2016-07-29;www.concerts.livenation.com
4482;Radio 104.5 presents walk the moon;CONCERTS;1;Mail;2016-07-23;www.ticketmaster.com
4483;Maroon 5;CONCERTS;2;eTicket;2016-09-11;www.ticketmaster.com
4484;Weezer And Panic! At The Disco - summer tour 2016;CONCERTS;8;eTicket;2016-07-01;iphone.ticketmaster.us
4485;Josh Groban;CONCERTS;4;TicketFast;2016-08-27;www.ticketmaster.com
4486;Premier Parking: Dave Matthews Band;PARKING;1;TicketFast;2006-06-20;NULL
4487;Premier Parking: Avril Lavigne;PARKING;1;TicketFast;2005-08-24;NULL
4488;Miranda Lambert: Fastlane;UPSELL;1;TicketFast;2013-07-26;www.concerts.livenation.com
4489;Premier Parking - steve miller band - pnc bank arts center, holmdel;PARKING;1;Mail;2008-07-20;NULL
4490;Adventure Club;CONCERTS;2;eTicket;2015-10-01;www.concerts.livenation.com
4491;Fuzz Fest 2015;CONCERTS;2;TicketFast;2015-06-21;mobile.livenation.us
4492;Def Leppard-pnc Bank Arts Center Holmdel Premier Parking;PARKING;1;TicketFast;2007-08-15;NULL
4493;Rob Thomas: Jones Beach Theater Premier Parking;PARKING;1;Mail;2006-06-10;NULL
4494;Third Eye Blind And Dashboard Confessional;CONCERTS;5;eTicket;2015-06-25;www.ticketmaster.com
4495;Premier Parking - tim mcgraw;PARKING;1;TicketFast;2008-06-24;NULL
4496;Chicago And Earth, Wind & fire - heart and soul tour 2015;CONCERTS;1;TicketFast;2015-08-28;android.ticketmaster.us
4497;Premier Parking: Kiss 108 concert 2008;PARKING;1;Mail;2008-05-18;NULL
4498;Egyptian Room Fast Lane Access: Kenny Wayne Shepherd;UPSELL;4;Mail;2011-12-11;NULL
4499;Adele;CONCERTS;4;Mail;2016-10-04;android.ticketmaster.us
4500;Avril Lavigne-pnc Bank Arts Center Holmdel Premier Parking;PARKING;1;TicketFast;2005-08-25;NULL
4501;U2 Innocence + experience tour 2015;CONCERTS;1;Mail;2015-07-31;www.ticketmaster.com
4502;Premier Parking: Def Leppard & journey;PARKING;1;TicketFast;2006-07-16;NULL
4503;Vip Parking: Tom Petty;PARKING;1;TicketFast;2006-09-14;NULL
4504;"Motley Crue: The Final Tour """"""""""""""""all bad things must come to an end""""""""""""""""";CONCERTS;2;eTicket;2015-10-11;www.ticketmaster.com
4505;Premium Parking: Rascal Flatts;PARKING;1;Mail;2009-06-13;NULL
4506;Overnight Camping For Dave Matthews Band;INVALID;1;Mail;2006-09-03;NULL
4507;Gorge Amphitheatre Premier Parking - jack johnson;PARKING;1;Mail;2008-08-22;NULL
4508;Coldplay - a head full of dreams tour;CONCERTS;2;TicketFast;2016-09-03;www.ticketmaster.com
4509;Lady Antebellum: Wheels Up 2015 tour with hunter hayes & sam hunt;CONCERTS;2;eTicket;2015-07-18;mobile.livenation.us
4510;Overnight Camping For Dave Matthews Band;INVALID;1;Mail;2006-09-03;NULL
4511;Vip Parking: Rascal Flatts;PARKING;1;TicketFast;2010-07-31;NULL
4512;Vip Fast Lane: Wiz Khalifa;UPSELL;3;TicketFast;2013-07-17;www.concerts.livenation.com
4513;Verizon Wireless Amph. Charlotte Vip Parking: Rascal Flatts;PARKING;1;TicketFast;2010-06-26;NULL
4514;Verizon Wireless Premier Parking: Gwen Stefani;PARKING;1;Mail;2007-06-23;NULL
4515;Journey : san manuel amphitheatre vip parking;PARKING;1;TicketFast;2012-07-21;NULL
4516;The Cbc Music Festival;CONCERTS;2;eTicket;2016-05-28;www.ticketmaster.ca
4517;Verizon Wireless Premier Parking: Journey;PARKING;1;Mail;2008-07-16;NULL
4518;Maroon 5;CONCERTS;6;TicketFast;2015-08-15;www.ticketmaster.com
4519;Pass The Line: Early Entry Program;UPSELL;2;Mail;2011-03-26;NULL
4520;Tool;CONCERTS;1;eTicket;2016-01-13;www.ticketmaster.com
4521;Premier Parking: Def Leppard & journey;PARKING;1;TicketFast;2006-07-28;NULL
4522;Marlon Wayans;ARTS;4;eTicket;2016-02-20;www.concerts.livenation.com
4523;Premier Parking: John Fogerty & willie nelson;PARKING;1;Mail;2006-08-19;NULL
4524;New Order;CONCERTS;1;eTicket;2016-03-10;iphone.ticketmaster.us
4525;Queensryche;CONCERTS;4;eTicket;2016-01-20;www.concerts.livenation.com
4526;Florida Georgia Line: Anything Goes Tour;CONCERTS;1;TicketFast;2015-02-25;www.ticketmaster.com
4527;Premier Parking: Nickelback;PARKING;1;Mail;2007-08-31;NULL
4528;Nick Offerman - summer of 69: no apostrophe;ARTS;2;eTicket;2015-04-29;www.ticketmaster.com
4529;Legacy Club: Warped Tour;UPSELL;2;TicketFast;2013-07-03;www.concerts.livenation.com
4530;Vip Parking: O.a.r.;PARKING;1;TicketFast;2006-07-15;NULL
4531;Tabernacle Parking: Cedric The Entertainer;PARKING;1;TicketFast;2006-12-17;NULL
4532;Premier Parking : artists name;PARKING;1;TicketFast;2006-08-03;NULL
4533;Ktus Beatstock-pnc Bank Arts Center Holmdel Premier Parking;PARKING;1;TicketFast;2007-08-18;NULL
4534;Premier Parking : fall out boy;PARKING;1;Mail;2007-05-18;NULL
4535;Premier Parking: One Direction - this is not a concert ticket;PARKING;1;eTicket;2014-09-28;www.concerts.livenation.com
4536;First Midwest Bank Amphitheatre: Vip Upgrade: Uproar Festival;UPSELL;2;Mail;2013-08-22;www.concerts.livenation.com
4537;Eric Prydz Presents Epic 4.0;CONCERTS;6;TicketFast;2016-02-26;mobile.ticketmaster.us
4538;One Way Valet: Depeche Mode;UPSELL;1;Mail;2013-09-22;www.concerts.livenation.com
4539;Luke Bryan: Kick The Dust Up Tour 2015;CONCERTS;1;eTicket;2015-10-15;iphone2.livenation.us
4540;Premier Parking : toby keith;PARKING;1;TicketFast;2006-09-29;NULL
4541;Sold Out: Hard Summer Music Festival - saturday pass;CONCERTS;1;Mail;2015-08-01;mobile.ticketmaster.us
4542;Britney Spears - piece of me;CONCERTS;2;eTicket;2016-04-06;www.ticketmaster.com
4543;Beyonce - the formation world tour;CONCERTS;3;eTicket;2016-06-10;iphone.ticketmaster.us
